id,species,symptoms,disease
464,cat,lethargy;runny_නැති;ඇස්_discharge;sneezing,Rhinotracheitis
465,cat,lethargy;runny_නැති;sneezing,Rhinotracheitis
466,cat,runny_නැති;උණ;lethargy;ඇස්_discharge,Rhinotracheitis
467,cat,උණ;runny_නැති;lethargy;ඇස්_discharge,Rhinotracheitis
468,cat,runny_නැති;sneezing;lethargy,Rhinotracheitis
469,cat,ඇස්_discharge;sneezing;runny_නැති;lethargy;උණ,Rhinotracheitis
470,cat,lethargy;උණ;runny_නැති,Rhinotracheitis
471,cat,lethargy;ඇස්_discharge;sneezing,Rhinotracheitis
472,cat,sneezing;ඇස්_discharge;උණ;runny_නැති;lethargy,Rhinotracheitis
473,cat,උණ;ඇස්_discharge;sneezing;lethargy,Rhinotracheitis
474,cat,ඇස්_discharge;sneezing;උණ;lethargy,Rhinotracheitis
475,cat,උණ;lethargy;sneezing,Rhinotracheitis
476,cat,sneezing;lethargy;ඇස්_discharge,Rhinotracheitis
477,cat,lethargy;ඇස්_discharge;runny_නැති,Rhinotracheitis
478,cat,runny_නැති;උණ;ඇස්_discharge,Rhinotracheitis
479,cat,ඇස්_discharge;sneezing;උණ;lethargy,Rhinotracheitis
480,cat,sneezing;lethargy;runny_නැති,Rhinotracheitis
481,cat,sneezing;runny_නැති;ඇස්_discharge;lethargy,Rhinotracheitis
482,cat,runny_නැති;sneezing;lethargy;උණ,Rhinotracheitis
483,cat,runny_නැති;sneezing;උණ;lethargy;ඇස්_discharge,Rhinotracheitis
484,cat,lethargy;runny_නැති;ඇස්_discharge,Rhinotracheitis
485,cat,ඇස්_discharge;lethargy;runny_නැති;උණ;sneezing,Rhinotracheitis
486,cat,runny_නැති;sneezing;ඇස්_discharge;lethargy;උණ,Rhinotracheitis
487,cat,sneezing;ඇස්_discharge;lethargy;උණ,Rhinotracheitis
488,cat,runny_නැති;lethargy;ඇස්_discharge;sneezing;උණ,Rhinotracheitis
489,cat,ඇස්_discharge;lethargy;උණ,Rhinotracheitis
490,cat,runny_නැති;lethargy;උණ,Rhinotracheitis
491,cat,වේදනාවful_urination;lethargy;frequent_urination;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
492,cat,lethargy;frequent_urination;loss_of_appetite;blood_in_මූත්‍රය;වේදනාවful_urination,Feline_UTI
493,cat,loss_of_appetite;frequent_urination;lethargy;blood_in_මූත්‍රය,Feline_UTI
494,cat,lethargy;වේදනාවful_urination;frequent_urination;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
495,cat,loss_of_appetite;වේදනාවful_urination;frequent_urination;lethargy,Feline_UTI
496,cat,lethargy;loss_of_appetite;වේදනාවful_urination;frequent_urination;blood_in_මූත්‍රය,Feline_UTI
497,cat,වේදනාවful_urination;blood_in_මූත්‍රය;frequent_urination,Feline_UTI
498,cat,blood_in_මූත්‍රය;වේදනාවful_urination;loss_of_appetite,Feline_UTI
499,cat,loss_of_appetite;frequent_urination;වේදනාවful_urination;lethargy;blood_in_මූත්‍රය,Feline_UTI
500,cat,blood_in_මූත්‍රය;lethargy;loss_of_appetite;වේදනාවful_urination,Feline_UTI
501,cat,lethargy;වේදනාවful_urination;frequent_urination;blood_in_මූත්‍රය,Feline_UTI
502,cat,loss_of_appetite;වේදනාවful_urination;frequent_urination;blood_in_මූත්‍රය,Feline_UTI
503,cat,frequent_urination;වේදනාවful_urination;lethargy;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
504,cat,lethargy;loss_of_appetite;blood_in_මූත්‍රය;වේදනාවful_urination,Feline_UTI
505,cat,වේදනාවful_urination;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
506,cat,blood_in_මූත්‍රය;frequent_urination;loss_of_appetite,Feline_UTI
507,cat,lethargy;frequent_urination;blood_in_මූත්‍රය;වේදනාවful_urination,Feline_UTI
508,cat,blood_in_මූත්‍රය;loss_of_appetite;වේදනාවful_urination;frequent_urination,Feline_UTI
509,cat,lethargy;blood_in_මූත්‍රය;loss_of_appetite;වේදනාවful_urination,Feline_UTI
510,cat,වේදනාවful_urination;blood_in_මූත්‍රය;loss_of_appetite;frequent_urination,Feline_UTI
511,cat,lethargy;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
512,cat,lethargy;blood_in_මූත්‍රය;loss_of_appetite;වේදනාවful_urination;frequent_urination,Feline_UTI
513,cat,වේදනාවful_urination;frequent_urination;lethargy,Feline_UTI
514,cat,lethargy;loss_of_appetite;blood_in_මූත්‍රය;වේදනාවful_urination,Feline_UTI
515,cat,blood_in_මූත්‍රය;frequent_urination;වේදනාවful_urination;loss_of_appetite,Feline_UTI
517,cat,වේදනාවful_urination;loss_of_appetite;lethargy;blood_in_මූත්‍රය,Feline_UTI
518,cat,loss_of_appetite;lethargy;blood_in_මූත්‍රය;frequent_urination,Feline_UTI
519,cat,loss_of_appetite;frequent_urination;lethargy;වේදනාවful_urination,Feline_UTI
520,cat,lethargy;වේදනාවful_urination;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
521,cat,loss_of_appetite;lethargy;blood_in_මූත්‍රය;frequent_urination;වේදනාවful_urination,Feline_UTI
522,cat,වේදනාවful_urination;blood_in_මූත්‍රය;loss_of_appetite,Feline_UTI
523,cat,blood_in_මූත්‍රය;frequent_urination;lethargy;loss_of_appetite;වේදනාවful_urination,Feline_UTI
524,cat,loss_of_appetite;frequent_urination;වේදනාවful_urination,Feline_UTI
525,cat,වේදනාවful_urination;frequent_urination;lethargy;loss_of_appetite,Feline_UTI
526,cat,වේදනාවful_urination;loss_of_appetite;blood_in_මූත්‍රය;lethargy,Feline_UTI
527,cat,frequent_urination;lethargy;වේදනාවful_urination;loss_of_appetite,Feline_UTI
528,cat,lethargy;frequent_urination;blood_in_මූත්‍රය,Feline_UTI
529,cat,frequent_urination;lethargy;blood_in_මූත්‍රය,Feline_UTI
530,cat,වේදනාවful_urination;loss_of_appetite;frequent_urination,Feline_UTI
531,cat,lethargy;blood_in_මූත්‍රය;frequent_urination;loss_of_appetite,Feline_UTI
532,cat,lethargy;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
533,cat,loss_of_appetite;frequent_urination;වේදනාවful_urination;blood_in_මූත්‍රය;lethargy,Feline_UTI
534,cat,වේදනාවful_urination;loss_of_appetite;frequent_urination;lethargy,Feline_UTI
535,cat,loss_of_appetite;lethargy;blood_in_මූත්‍රය;frequent_urination,Feline_UTI
536,cat,loss_of_appetite;lethargy;frequent_urination;වේදනාවful_urination,Feline_UTI
537,cat,lethargy;වේදනාවful_urination;loss_of_appetite;frequent_urination,Feline_UTI
538,cat,frequent_urination;වේදනාවful_urination;lethargy;loss_of_appetite,Feline_UTI
539,cat,frequent_urination;වේදනාවful_urination;blood_in_මූත්‍රය;loss_of_appetite;lethargy,Feline_UTI
540,cat,blood_in_මූත්‍රය;loss_of_appetite;frequent_urination;lethargy,Feline_UTI
541,cat,lethargy;වේදනාවful_urination;blood_in_මූත්‍රය;frequent_urination;loss_of_appetite,Feline_UTI
542,cat,loss_of_appetite;වේදනාවful_urination;blood_in_මූත්‍රය;frequent_urination;lethargy,Feline_UTI
543,cat,වේදනාවful_urination;lethargy;loss_of_appetite;frequent_urination,Feline_UTI
544,cat,lethargy;blood_in_මූත්‍රය;වේදනාවful_urination,Feline_UTI
545,cat,වේදනාවful_urination;frequent_urination;lethargy;blood_in_මූත්‍රය,Feline_UTI
546,cat,frequent_urination;වේදනාවful_urination;lethargy;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
547,cat,blood_in_මූත්‍රය;loss_of_appetite;වේදනාවful_urination;lethargy;frequent_urination,Feline_UTI
548,cat,loss_of_appetite;lethargy;වේදනාවful_urination;blood_in_මූත්‍රය;frequent_urination,Feline_UTI
549,cat,lethargy;වේදනාවful_urination;frequent_urination;blood_in_මූත්‍රය;loss_of_appetite,Feline_UTI
550,cat,blood_in_මූත්‍රය;loss_of_appetite;frequent_urination,Feline_UTI
551,cat,blood_in_මූත්‍රය;lethargy;frequent_urination,Feline_UTI
552,cat,blood_in_මූත්‍රය;frequent_urination;වේදනාවful_urination;loss_of_appetite,Feline_UTI
553,cat,frequent_urination;blood_in_මූත්‍රය;loss_of_appetite;වේදනාවful_urination;lethargy,Feline_UTI
554,cat,වේදනාවful_urination;blood_in_මූත්‍රය;frequent_urination;loss_of_appetite;lethargy,Feline_UTI
555,cat,lethargy;වේදනාවful_urination;frequent_urination;loss_of_appetite;blood_in_මූත්‍රය,Feline_UTI
556,cat,loss_of_appetite;lethargy;frequent_urination;වේදනාවful_urination,Feline_UTI
557,cat,frequent_urination;වේදනාවful_urination;blood_in_මූත්‍රය;loss_of_appetite,Feline_UTI
558,cat,frequent_urination;blood_in_මූත්‍රය;lethargy,Feline_UTI
559,cat,lethargy;blood_in_මූත්‍රය;frequent_urination;වේදනාවful_urination;loss_of_appetite,Feline_UTI
560,cat,lethargy;loss_of_appetite;frequent_urination;වේදනාවful_urination;blood_in_මූත්‍රය,Feline_UTI
562,cat,rash;sneezing;කුරුල්ලීම;red_සම;hair_loss,Feline_Allergy
563,cat,hair_loss;red_සම;rash;කුරුල්ලීම;sneezing,Feline_Allergy
564,cat,rash;hair_loss;කුරුල්ලීම;red_සම,Feline_Allergy
565,cat,කුරුල්ලීම;hair_loss;red_සම;rash,Feline_Allergy
566,cat,red_සම;hair_loss;rash,Feline_Allergy
567,cat,rash;කුරුල්ලීම;sneezing;hair_loss;red_සම,Feline_Allergy
568,cat,rash;sneezing;red_සම;hair_loss;කුරුල්ලීම,Feline_Allergy
569,cat,red_සම;කුරුල්ලීම;hair_loss;sneezing;rash,Feline_Allergy
570,cat,rash;red_සම;sneezing;hair_loss;කුරුල්ලීම,Feline_Allergy
571,cat,red_සම;කුරුල්ලීම;sneezing,Feline_Allergy
572,cat,hair_loss;red_සම;rash;කුරුල්ලීම,Feline_Allergy
573,cat,sneezing;hair_loss;red_සම;කුරුල්ලීම;rash,Feline_Allergy
574,cat,rash;කුරුල්ලීම;hair_loss;red_සම,Feline_Allergy
575,cat,කුරුල්ලීම;red_සම;rash;hair_loss,Feline_Allergy
576,cat,කුරුල්ලීම;red_සම;hair_loss,Feline_Allergy
577,cat,rash;sneezing;hair_loss;කුරුල්ලීම,Feline_Allergy
578,cat,rash;sneezing;red_සම,Feline_Allergy
579,cat,rash;කුරුල්ලීම;sneezing;hair_loss,Feline_Allergy
580,cat,sneezing;hair_loss;කුරුල්ලීම;red_සම,Feline_Allergy
581,cat,hair_loss;කුරුල්ලීම;red_සම;sneezing,Feline_Allergy
582,cat,hair_loss;red_සම;කුරුල්ලීම,Feline_Allergy
583,cat,sneezing;rash;hair_loss;red_සම;කුරුල්ලීම,Feline_Allergy
584,cat,rash;red_සම;කුරුල්ලීම;sneezing;hair_loss,Feline_Allergy
585,cat,hair_loss;sneezing;red_සම;කුරුල්ලීම,Feline_Allergy
586,cat,sneezing;red_සම;rash;කුරුල්ලීම,Feline_Allergy
587,cat,කුරුල්ලීම;red_සම;rash;hair_loss,Feline_Allergy
588,cat,කුරුල්ලීම;hair_loss;sneezing;red_සම;rash,Feline_Allergy
589,cat,sneezing;rash;කුරුල්ලීම,Feline_Allergy
590,cat,rash;sneezing;red_සම;කුරුල්ලීම,Feline_Allergy
591,cat,red_සම;sneezing;කුරුල්ලීම;hair_loss;rash,Feline_Allergy
592,cat,sneezing;කුරුල්ලීම;hair_loss,Feline_Allergy
593,cat,red_සම;sneezing;කුරුල්ලීම,Feline_Allergy
594,cat,කුරුල්ලීම;rash;sneezing;red_සම;hair_loss,Feline_Allergy
595,cat,sneezing;කුරුල්ලීම;rash,Feline_Allergy
596,cat,rash;red_සම;sneezing;කුරුල්ලීම,Feline_Allergy
597,cat,rash;hair_loss;red_සම;sneezing;කුරුල්ලීම,Feline_Allergy
598,cat,rash;hair_loss;කුරුල්ලීම,Feline_Allergy
599,cat,sneezing;කුරුල්ලීම;red_සම;hair_loss,Feline_Allergy
600,cat,sneezing;red_සම;කුරුල්ලීම;rash;hair_loss,Feline_Allergy
601,cat,sneezing;red_සම;කුරුල්ලීම,Feline_Allergy
602,cat,sneezing;කුරුල්ලීම;red_සම;hair_loss;rash,Feline_Allergy
603,cat,කුරුල්ලීම;sneezing;rash;red_සම,Feline_Allergy
604,cat,hair_loss;sneezing;red_සම;කුරුල්ලීම,Feline_Allergy
605,cat,rash;sneezing;කුරුල්ලීම;hair_loss,Feline_Allergy
606,cat,hair_loss;sneezing;කුරුල්ලීම;red_සම,Feline_Allergy
607,cat,rash;red_සම;කුරුල්ලීම;hair_loss;sneezing,Feline_Allergy
608,cat,red_සම;hair_loss;කුරුල්ලීම;rash,Feline_Allergy
609,cat,hair_loss;rash;red_සම,Feline_Allergy
610,cat,red_සම;hair_loss;rash;කුරුල්ලීම;sneezing,Feline_Allergy
611,cat,hair_loss;කුරුල්ලීම;sneezing,Feline_Allergy
612,cat,rash;red_සම;hair_loss;කුරුල්ලීම,Feline_Allergy
613,cat,hair_loss;කුරුල්ලීම;red_සම;sneezing,Feline_Allergy
614,cat,red_සම;කුරුල්ලීම;rash;sneezing,Feline_Allergy
615,cat,කුරුල්ලීම;red_සම;hair_loss;rash;sneezing,Feline_Allergy
616,cat,කුරුල්ලීම;hair_loss;sneezing;red_සම,Feline_Allergy
617,cat,red_සම;sneezing;කුරුල්ලීම;hair_loss,Feline_Allergy
618,cat,hair_loss;red_සම;කුරුල්ලීම,Feline_Allergy
619,cat,කුරුල්ලීම;hair_loss;red_සම;rash;sneezing,Feline_Allergy
620,cat,කුරුල්ලීම;hair_loss;sneezing,Feline_Allergy
621,cat,red_සම;hair_loss;rash;කුරුල්ලීම,Feline_Allergy
622,cat,red_සම;sneezing;rash,Feline_Allergy
623,cat,red_සම;sneezing;rash;hair_loss;කුරුල්ලීම,Feline_Allergy
624,cat,rash;කුරුල්ලීම;sneezing;red_සම,Feline_Allergy
625,cat,hair_loss;rash;red_සම;කුරුල්ලීම;sneezing,Feline_Allergy
626,cat,hair_loss;rash;sneezing;කුරුල්ලීම,Feline_Allergy
627,cat,hair_loss;rash;red_සම,Feline_Allergy
628,cat,rash;sneezing;කුරුල්ලීම;red_සම;hair_loss,Feline_Allergy
629,cat,hair_loss;rash;කුරුල්ලීම;red_සම;sneezing,Feline_Allergy
630,cat,sneezing;red_සම;කුරුල්ලීම;hair_loss;rash,Feline_Allergy
631,cat,fatigue;limping;difficulty_jumping;සන්ධි_වේදනාව;stiffness,Feline_Arthritis
632,cat,fatigue;limping;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
633,cat,limping;fatigue;stiffness;සන්ධි_වේදනාව;difficulty_jumping,Feline_Arthritis
634,cat,stiffness;limping;fatigue;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
636,cat,සන්ධි_වේදනාව;limping;fatigue;stiffness;difficulty_jumping,Feline_Arthritis
637,cat,fatigue;stiffness;සන්ධි_වේදනාව,Feline_Arthritis
638,cat,limping;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
640,cat,stiffness;difficulty_jumping;fatigue;සන්ධි_වේදනාව,Feline_Arthritis
641,cat,fatigue;limping;සන්ධි_වේදනාව;difficulty_jumping,Feline_Arthritis
642,cat,සන්ධි_වේදනාව;fatigue;limping,Feline_Arthritis
644,cat,limping;stiffness;සන්ධි_වේදනාව;fatigue,Feline_Arthritis
645,cat,fatigue;සන්ධි_වේදනාව;limping;difficulty_jumping,Feline_Arthritis
646,cat,stiffness;difficulty_jumping;limping;සන්ධි_වේදනාව;fatigue,Feline_Arthritis
647,cat,limping;fatigue;stiffness;සන්ධි_වේදනාව;difficulty_jumping,Feline_Arthritis
649,cat,stiffness;difficulty_jumping;limping;සන්ධි_වේදනාව,Feline_Arthritis
650,cat,stiffness;සන්ධි_වේදනාව;difficulty_jumping;fatigue,Feline_Arthritis
651,cat,stiffness;difficulty_jumping;සන්ධි_වේදනාව;fatigue;limping,Feline_Arthritis
652,cat,stiffness;සන්ධි_වේදනාව;fatigue;limping;difficulty_jumping,Feline_Arthritis
653,cat,සන්ධි_වේදනාව;limping;fatigue;stiffness;difficulty_jumping,Feline_Arthritis
656,cat,fatigue;සන්ධි_වේදනාව;stiffness,Feline_Arthritis
657,cat,limping;difficulty_jumping;fatigue;සන්ධි_වේදනාව;stiffness,Feline_Arthritis
658,cat,limping;difficulty_jumping;සන්ධි_වේදනාව;stiffness;fatigue,Feline_Arthritis
659,cat,fatigue;limping;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
660,cat,fatigue;සන්ධි_වේදනාව;difficulty_jumping;stiffness,Feline_Arthritis
661,cat,stiffness;සන්ධි_වේදනාව;limping,Feline_Arthritis
663,cat,stiffness;සන්ධි_වේදනාව;limping;fatigue,Feline_Arthritis
665,cat,fatigue;difficulty_jumping;limping;සන්ධි_වේදනාව,Feline_Arthritis
666,cat,stiffness;සන්ධි_වේදනාව;difficulty_jumping;fatigue;limping,Feline_Arthritis
668,cat,difficulty_jumping;සන්ධි_වේදනාව;fatigue;limping,Feline_Arthritis
669,cat,stiffness;limping;සන්ධි_වේදනාව;fatigue;difficulty_jumping,Feline_Arthritis
670,cat,difficulty_jumping;limping;සන්ධි_වේදනාව;fatigue,Feline_Arthritis
672,cat,difficulty_jumping;fatigue;සන්ධි_වේදනාව,Feline_Arthritis
673,cat,difficulty_jumping;fatigue;stiffness;limping;සන්ධි_වේදනාව,Feline_Arthritis
674,cat,limping;සන්ධි_වේදනාව;stiffness;difficulty_jumping,Feline_Arthritis
676,cat,stiffness;fatigue;සන්ධි_වේදනාව,Feline_Arthritis
677,cat,limping;difficulty_jumping;සන්ධි_වේදනාව;fatigue,Feline_Arthritis
678,cat,stiffness;difficulty_jumping;fatigue;සන්ධි_වේදනාව;limping,Feline_Arthritis
679,cat,සන්ධි_වේදනාව;limping;fatigue;difficulty_jumping;stiffness,Feline_Arthritis
680,cat,stiffness;සන්ධි_වේදනාව;limping,Feline_Arthritis
681,cat,difficulty_jumping;සන්ධි_වේදනාව;limping,Feline_Arthritis
682,cat,fatigue;limping;සන්ධි_වේදනාව;difficulty_jumping;stiffness,Feline_Arthritis
683,cat,සන්ධි_වේදනාව;stiffness;limping;difficulty_jumping,Feline_Arthritis
684,cat,limping;සන්ධි_වේදනාව;difficulty_jumping;stiffness;fatigue,Feline_Arthritis
685,cat,stiffness;fatigue;difficulty_jumping;සන්ධි_වේදනාව;limping,Feline_Arthritis
687,cat,limping;fatigue;stiffness;සන්ධි_වේදනාව;difficulty_jumping,Feline_Arthritis
688,cat,difficulty_jumping;fatigue;සන්ධි_වේදනාව,Feline_Arthritis
689,cat,සන්ධි_වේදනාව;limping;stiffness;difficulty_jumping;fatigue,Feline_Arthritis
690,cat,difficulty_jumping;සන්ධි_වේදනාව;fatigue;stiffness,Feline_Arthritis
691,cat,fatigue;difficulty_jumping;සන්ධි_වේදනාව;limping;stiffness,Feline_Arthritis
693,cat,සන්ධි_වේදනාව;fatigue;stiffness;limping;difficulty_jumping,Feline_Arthritis
695,cat,limping;fatigue;stiffness;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
696,cat,difficulty_jumping;සන්ධි_වේදනාව;fatigue;stiffness;limping,Feline_Arthritis
697,cat,fatigue;සන්ධි_වේදනාව;stiffness,Feline_Arthritis
698,cat,stiffness;සන්ධි_වේදනාව;difficulty_jumping,Feline_Arthritis
699,cat,limping;fatigue;සන්ධි_වේදනාව;stiffness,Feline_Arthritis
700,cat,fatigue;difficulty_jumping;සන්ධි_වේදනාව,Feline_Arthritis
701,cow,swollen_udder;වේදනාව;reduced_කිරි;redness,Mastitis
702,cow,උණ;swollen_udder;වේදනාව;redness;reduced_කිරි,Mastitis
703,cow,redness;උණ;swollen_udder,Mastitis
704,cow,redness;swollen_udder;උණ,Mastitis
705,cow,උණ;redness;වේදනාව,Mastitis
706,cow,වේදනාව;swollen_udder;reduced_කිරි;උණ;redness,Mastitis
707,cow,වේදනාව;redness;උණ;swollen_udder,Mastitis
708,cow,වේදනාව;redness;reduced_කිරි;swollen_udder;උණ,Mastitis
709,cow,reduced_කිරි;වේදනාව;redness,Mastitis
710,cow,වේදනාව;උණ;swollen_udder,Mastitis
711,cow,වේදනාව;swollen_udder;reduced_කිරි,Mastitis
712,cow,උණ;swollen_udder;redness;වේදනාව,Mastitis
713,cow,redness;reduced_කිරි;වේදනාව;උණ,Mastitis
714,cow,reduced_කිරි;උණ;වේදනාව;redness;swollen_udder,Mastitis
715,cow,උණ;reduced_කිරි;වේදනාව;redness;swollen_udder,Mastitis
716,cow,redness;swollen_udder;උණ,Mastitis
717,cow,redness;උණ;වේදනාව;reduced_කිරි;swollen_udder,Mastitis
718,cow,reduced_කිරි;උණ;swollen_udder;වේදනාව,Mastitis
719,cow,reduced_කිරි;swollen_udder;වේදනාව,Mastitis
720,cow,වේදනාව;redness;swollen_udder;reduced_කිරි;උණ,Mastitis
721,cow,swollen_udder;redness;වේදනාව;reduced_කිරි;උණ,Mastitis
722,cow,වේදනාව;reduced_කිරි;swollen_udder;උණ;redness,Mastitis
723,cow,වේදනාව;උණ;redness,Mastitis
724,cow,redness;උණ;reduced_කිරි,Mastitis
725,cow,reduced_කිරි;උණ;swollen_udder;වේදනාව,Mastitis
726,cow,swollen_udder;උණ;redness,Mastitis
727,cow,reduced_කිරි;redness;වේදනාව,Mastitis
728,cow,උණ;reduced_කිරි;redness;swollen_udder,Mastitis
729,cow,reduced_කිරි;වේදනාව;redness,Mastitis
730,cow,redness;reduced_කිරි;වේදනාව;උණ;swollen_udder,Mastitis
731,cow,උණ;reduced_කිරි;redness;වේදනාව,Mastitis
732,cow,reduced_කිරි;redness;උණ,Mastitis
733,cow,reduced_කිරි;වේදනාව;swollen_udder,Mastitis
734,cow,උණ;swollen_udder;redness,Mastitis
735,cow,වේදනාව;උණ;reduced_කිරි;swollen_udder;redness,Mastitis
736,cow,redness;swollen_udder;reduced_කිරි,Mastitis
737,cow,උණ;swollen_udder;redness;වේදනාව,Mastitis
738,cow,swollen_udder;උණ;redness;වේදනාව;reduced_කිරි,Mastitis
739,cow,swollen_udder;redness;උණ;reduced_කිරි,Mastitis
740,cow,swollen_udder;උණ;reduced_කිරි,Mastitis
741,cow,redness;වේදනාව;උණ;reduced_කිරි;swollen_udder,Mastitis
742,cow,swollen_udder;උණ;redness;reduced_කිරි;වේදනාව,Mastitis
743,cow,reduced_කිරි;උණ;swollen_udder;වේදනාව;redness,Mastitis
744,cow,redness;swollen_udder;වේදනාව;උණ;reduced_කිරි,Mastitis
745,cow,වේදනාව;reduced_කිරි;swollen_udder;උණ,Mastitis
746,cow,වේදනාව;redness;උණ;reduced_කිරි;swollen_udder,Mastitis
747,cow,redness;swollen_udder;වේදනාව,Mastitis
748,cow,redness;උණ;වේදනාව,Mastitis
749,cow,redness;reduced_කිරි;swollen_udder,Mastitis
750,cow,වේදනාව;උණ;swollen_udder;reduced_කිරි,Mastitis
751,cow,reduced_කිරි;වේදනාව;උණ,Mastitis
752,cow,උණ;වේදනාව;reduced_කිරි;redness;swollen_udder,Mastitis
753,cow,වේදනාව;redness;උණ;reduced_කිරි;swollen_udder,Mastitis
754,cow,reduced_කිරි;උණ;වේදනාව;swollen_udder,Mastitis
755,cow,වේදනාව;උණ;swollen_udder,Mastitis
756,cow,වේදනාව;reduced_කිරි;swollen_udder;උණ;redness,Mastitis
757,cow,උණ;reduced_කිරි;swollen_udder;වේදනාව;redness,Mastitis
758,cow,redness;swollen_udder;වේදනාව;reduced_කිරි,Mastitis
759,cow,redness;උණ;වේදනාව;swollen_udder,Mastitis
760,cow,වේදනාව;උණ;reduced_කිරි;swollen_udder;redness,Mastitis
761,cow,උණ;swollen_udder;reduced_කිරි;redness,Mastitis
762,cow,උණ;වේදනාව;swollen_udder,Mastitis
763,cow,උණ;වේදනාව;reduced_කිරි;redness,Mastitis
764,cow,වේදනාව;reduced_කිරි;swollen_udder;උණ,Mastitis
765,cow,උණ;වේදනාව;swollen_udder,Mastitis
766,cow,වේදනාව;reduced_කිරි;swollen_udder,Mastitis
767,cow,reduced_කිරි;swollen_udder;වේදනාව;උණ;redness,Mastitis
768,cow,redness;උණ;swollen_udder;වේදනාව;reduced_කිරි,Mastitis
769,cow,උණ;වේදනාව;swollen_udder;reduced_කිරි;redness,Mastitis
770,cow,reduced_කිරි;වේදනාව;swollen_udder,Mastitis
772,cow,blisters;salivation;loss_of_appetite;උණ;lameness,Foot_and_Mouth
774,cow,උණ;lameness;blisters;loss_of_appetite;salivation,Foot_and_Mouth
775,cow,lameness;salivation;loss_of_appetite;උණ;blisters,Foot_and_Mouth
776,cow,lameness;loss_of_appetite;උණ;blisters;salivation,Foot_and_Mouth
777,cow,blisters;උණ;lameness;salivation,Foot_and_Mouth
778,cow,loss_of_appetite;blisters;උණ;lameness,Foot_and_Mouth
779,cow,උණ;blisters;loss_of_appetite;lameness,Foot_and_Mouth
780,cow,salivation;lameness;loss_of_appetite;උණ;blisters,Foot_and_Mouth
782,cow,උණ;salivation;loss_of_appetite;blisters;lameness,Foot_and_Mouth
783,cow,blisters;loss_of_appetite;උණ;salivation;lameness,Foot_and_Mouth
784,cow,blisters;loss_of_appetite;salivation;lameness;උණ,Foot_and_Mouth
785,cow,blisters;lameness;උණ,Foot_and_Mouth
786,cow,lameness;salivation;blisters;උණ,Foot_and_Mouth
788,cow,උණ;loss_of_appetite;blisters;salivation;lameness,Foot_and_Mouth
789,cow,salivation;blisters;loss_of_appetite;උණ,Foot_and_Mouth
791,cow,blisters;lameness;උණ;salivation;loss_of_appetite,Foot_and_Mouth
792,cow,lameness;loss_of_appetite;උණ,Foot_and_Mouth
793,cow,උණ;loss_of_appetite;blisters,Foot_and_Mouth
794,cow,උණ;lameness;salivation;blisters;loss_of_appetite,Foot_and_Mouth
797,cow,උණ;loss_of_appetite;lameness;salivation,Foot_and_Mouth
798,cow,blisters;salivation;loss_of_appetite;උණ,Foot_and_Mouth
800,cow,loss_of_appetite;උණ;lameness;blisters,Foot_and_Mouth
802,cow,blisters;lameness;උණ,Foot_and_Mouth
803,cow,blisters;lameness;salivation;උණ;loss_of_appetite,Foot_and_Mouth
804,cow,salivation;උණ;loss_of_appetite;lameness;blisters,Foot_and_Mouth
805,cow,blisters;salivation;උණ,Foot_and_Mouth
806,cow,loss_of_appetite;salivation;blisters;උණ,Foot_and_Mouth
807,cow,blisters;උණ;salivation,Foot_and_Mouth
808,cow,උණ;salivation;lameness;loss_of_appetite,Foot_and_Mouth
809,cow,salivation;උණ;lameness,Foot_and_Mouth
810,cow,blisters;salivation;loss_of_appetite;උණ,Foot_and_Mouth
811,cow,උණ;loss_of_appetite;salivation,Foot_and_Mouth
812,cow,lameness;salivation;උණ,Foot_and_Mouth
813,cow,උණ;loss_of_appetite;lameness,Foot_and_Mouth
815,cow,lameness;blisters;උණ;loss_of_appetite;salivation,Foot_and_Mouth
816,cow,loss_of_appetite;උණ;lameness,Foot_and_Mouth
817,cow,blisters;lameness;loss_of_appetite;උණ,Foot_and_Mouth
818,cow,lameness;salivation;උණ;blisters;loss_of_appetite,Foot_and_Mouth
820,cow,salivation;උණ;loss_of_appetite;lameness,Foot_and_Mouth
821,cow,lameness;loss_of_appetite;උණ,Foot_and_Mouth
822,cow,loss_of_appetite;salivation;උණ,Foot_and_Mouth
823,cow,උණ;loss_of_appetite;salivation;lameness;blisters,Foot_and_Mouth
824,cow,loss_of_appetite;blisters;උණ,Foot_and_Mouth
825,cow,lameness;blisters;උණ;salivation;loss_of_appetite,Foot_and_Mouth
826,cow,lameness;උණ;loss_of_appetite;salivation,Foot_and_Mouth
827,cow,උණ;salivation;blisters;loss_of_appetite;lameness,Foot_and_Mouth
